"ID","SOA","score","predicted","SOA70","SOA110","SOA150","SOA230","block1","cape_score","Perspective","Stimulus_Type","Measurement","Score","Measurement_ownership","Measurement_agency","Measurement_location","fit","lwr","upr"
"cecsim01",230,18,17.3458038121986,0,0,0,1,70,20,"First Person","Asynchronous","ownership",4.222222222,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"cecsim01",230,18,17.3458038121986,0,0,0,1,70,20,"First Person","Asynchronous","location",5.25,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"cecsim01",230,18,17.3458038121986,0,0,0,1,70,20,"First Person","Asynchronous","agency",5,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"cecsim01",230,18,17.3458038121986,0,0,0,1,70,20,"Third Person","Synchronous","ownership",3.333333333,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"cecsim01",230,18,17.3458038121986,0,0,0,1,70,20,"Third Person","Synchronous","location",5.5,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"cecsim01",230,18,17.3458038121986,0,0,0,1,70,20,"Third Person","Synchronous","agency",3,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"cecsim01",230,18,17.3458038121986,0,0,0,1,70,20,"Third Person","Asynchronous","ownership",4.888888889,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"cecsim01",230,18,17.3458038121986,0,0,0,1,70,20,"Third Person","Asynchronous","location",5.75,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"cecsim01",230,18,17.3458038121986,0,0,0,1,70,20,"Third Person","Asynchronous","agency",3,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"cecsim01",70,15,15.9407617953918,1,0,0,0,70,20,"First Person","Synchronous","ownership",4.444444444,1,0,0,2.83932461870587,2.55472649048186,3.12392274692989
"cecsim01",70,15,15.9407617953918,1,0,0,0,70,20,"First Person","Synchronous","location",5,0,0,1,2.83932461870587,2.55472649048186,3.12392274692989
"cecsim01",70,15,15.9407617953918,1,0,0,0,70,20,"First Person","Synchronous","agency",4,0,1,0,2.83932461870587,2.55472649048186,3.12392274692989
"cecsim01",70,15,15.9407617953918,1,0,0,0,70,20,"First Person","Asynchronous","ownership",4.222222222,1,0,0,2.83932461870587,2.55472649048186,3.12392274692989
"cecsim01",70,15,15.9407617953918,1,0,0,0,70,20,"First Person","Asynchronous","location",5.25,0,0,1,2.83932461870587,2.55472649048186,3.12392274692989
"cecsim01",70,15,15.9407617953918,1,0,0,0,70,20,"First Person","Asynchronous","agency",5,0,1,0,2.83932461870587,2.55472649048186,3.12392274692989
"cecsim01",70,15,15.9407617953918,1,0,0,0,70,20,"Third Person","Synchronous","ownership",3.333333333,1,0,0,2.50980392155881,2.2252057933348,2.79440204978283
"cecsim01",70,15,15.9407617953918,1,0,0,0,70,20,"Third Person","Synchronous","location",5.5,0,0,1,2.50980392155881,2.2252057933348,2.79440204978283
"cecsim01",70,15,15.9407617953918,1,0,0,0,70,20,"Third Person","Synchronous","agency",3,0,1,0,2.50980392155881,2.2252057933348,2.79440204978283
"cecsim01",70,15,15.9407617953918,1,0,0,0,70,20,"Third Person","Asynchronous","ownership",4.888888889,1,0,0,2.50980392155881,2.2252057933348,2.79440204978283
"cecsim01",70,15,15.9407617953918,1,0,0,0,70,20,"Third Person","Asynchronous","location",5.75,0,0,1,2.50980392155881,2.2252057933348,2.79440204978283
"cecsim01",70,15,15.9407617953918,1,0,0,0,70,20,"Third Person","Asynchronous","agency",3,0,1,0,2.50980392155881,2.2252057933348,2.79440204978283
"SANMAR94",110,17,16.0605115255084,0,1,0,0,69,14,"First Person","Synchronous","ownership",2.555555556,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"SANMAR94",110,17,16.0605115255084,0,1,0,0,69,14,"First Person","Synchronous","location",4.5,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"SANMAR94",110,17,16.0605115255084,0,1,0,0,69,14,"First Person","Synchronous","agency",1,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"SANMAR94",110,17,16.0605115255084,0,1,0,0,69,14,"First Person","Asynchronous","ownership",1.444444444,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"SANMAR94",110,17,16.0605115255084,0,1,0,0,69,14,"First Person","Asynchronous","location",1.25,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"SANMAR94",110,17,16.0605115255084,0,1,0,0,69,14,"First Person","Asynchronous","agency",1,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"SANMAR94",110,17,16.0605115255084,0,1,0,0,69,14,"Third Person","Synchronous","ownership",1.555555556,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"SANMAR94",110,17,16.0605115255084,0,1,0,0,69,14,"Third Person","Synchronous","location",3.5,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"SANMAR94",110,17,16.0605115255084,0,1,0,0,69,14,"Third Person","Synchronous","agency",1,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"SANMAR94",110,17,16.0605115255084,0,1,0,0,69,14,"Third Person","Asynchronous","ownership",1.333333333,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"SANMAR94",110,17,16.0605115255084,0,1,0,0,69,14,"Third Person","Asynchronous","location",1.25,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"SANMAR94",110,17,16.0605115255084,0,1,0,0,69,14,"Third Person","Asynchronous","agency",1,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"SANMAR94",150,16,16.4117720297101,0,0,1,0,69,14,"First Person","Synchronous","ownership",2.555555556,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"SANMAR94",150,16,16.4117720297101,0,0,1,0,69,14,"First Person","Synchronous","location",4.5,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"SANMAR94",150,16,16.4117720297101,0,0,1,0,69,14,"First Person","Synchronous","agency",1,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"SANMAR94",150,16,16.4117720297101,0,0,1,0,69,14,"First Person","Asynchronous","ownership",1.444444444,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"SANMAR94",150,16,16.4117720297101,0,0,1,0,69,14,"First Person","Asynchronous","location",1.25,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"SANMAR94",150,16,16.4117720297101,0,0,1,0,69,14,"First Person","Asynchronous","agency",1,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"SANMAR94",150,16,16.4117720297101,0,0,1,0,69,14,"Third Person","Synchronous","ownership",1.555555556,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"SANMAR94",150,16,16.4117720297101,0,0,1,0,69,14,"Third Person","Synchronous","location",3.5,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"SANMAR94",150,16,16.4117720297101,0,0,1,0,69,14,"Third Person","Synchronous","agency",1,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"SANMAR94",150,16,16.4117720297101,0,0,1,0,69,14,"Third Person","Asynchronous","ownership",1.333333333,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"SANMAR94",150,16,16.4117720297101,0,0,1,0,69,14,"Third Person","Asynchronous","location",1.25,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"SANMAR94",150,16,16.4117720297101,0,0,1,0,69,14,"Third Person","Asynchronous","agency",1,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"SANMAR94",230,17,17.1142930381135,0,0,0,1,69,14,"First Person","Synchronous","ownership",2.555555556,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"SANMAR94",230,17,17.1142930381135,0,0,0,1,69,14,"First Person","Synchronous","location",4.5,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"SANMAR94",230,17,17.1142930381135,0,0,0,1,69,14,"First Person","Synchronous","agency",1,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"SANMAR94",230,17,17.1142930381135,0,0,0,1,69,14,"First Person","Asynchronous","ownership",1.444444444,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"SANMAR94",230,17,17.1142930381135,0,0,0,1,69,14,"First Person","Asynchronous","location",1.25,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"SANMAR94",230,17,17.1142930381135,0,0,0,1,69,14,"First Person","Asynchronous","agency",1,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"SANMAR94",230,17,17.1142930381135,0,0,0,1,69,14,"Third Person","Synchronous","ownership",1.555555556,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"SANMAR94",230,17,17.1142930381135,0,0,0,1,69,14,"Third Person","Synchronous","location",3.5,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"SANMAR94",230,17,17.1142930381135,0,0,0,1,69,14,"Third Person","Synchronous","agency",1,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"SANMAR94",230,17,17.1142930381135,0,0,0,1,69,14,"Third Person","Asynchronous","ownership",1.333333333,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"SANMAR94",230,17,17.1142930381135,0,0,0,1,69,14,"Third Person","Asynchronous","location",1.25,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"SANMAR94",230,17,17.1142930381135,0,0,0,1,69,14,"Third Person","Asynchronous","agency",1,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"SANMAR94",70,15,15.7092510213067,1,0,0,0,69,14,"First Person","Synchronous","ownership",2.555555556,1,0,0,2.83932461870587,2.55472649048186,3.12392274692989
"SANMAR94",70,15,15.7092510213067,1,0,0,0,69,14,"First Person","Synchronous","location",4.5,0,0,1,2.83932461870587,2.55472649048186,3.12392274692989
"SANMAR94",70,15,15.7092510213067,1,0,0,0,69,14,"First Person","Synchronous","agency",1,0,1,0,2.83932461870587,2.55472649048186,3.12392274692989
"SANMAR94",70,15,15.7092510213067,1,0,0,0,69,14,"First Person","Asynchronous","ownership",1.444444444,1,0,0,2.83932461870587,2.55472649048186,3.12392274692989
"SANMAR94",70,15,15.7092510213067,1,0,0,0,69,14,"First Person","Asynchronous","location",1.25,0,0,1,2.83932461870587,2.55472649048186,3.12392274692989
"SANMAR94",70,15,15.7092510213067,1,0,0,0,69,14,"First Person","Asynchronous","agency",1,0,1,0,2.83932461870587,2.55472649048186,3.12392274692989
"SANMAR94",70,15,15.7092510213067,1,0,0,0,69,14,"Third Person","Synchronous","ownership",1.555555556,1,0,0,2.50980392155881,2.2252057933348,2.79440204978283
"SANMAR94",70,15,15.7092510213067,1,0,0,0,69,14,"Third Person","Synchronous","location",3.5,0,0,1,2.50980392155881,2.2252057933348,2.79440204978283
"SANMAR94",70,15,15.7092510213067,1,0,0,0,69,14,"Third Person","Synchronous","agency",1,0,1,0,2.50980392155881,2.2252057933348,2.79440204978283
"SANMAR94",70,15,15.7092510213067,1,0,0,0,69,14,"Third Person","Asynchronous","ownership",1.333333333,1,0,0,2.50980392155881,2.2252057933348,2.79440204978283
"SANMAR94",70,15,15.7092510213067,1,0,0,0,69,14,"Third Person","Asynchronous","location",1.25,0,0,1,2.50980392155881,2.2252057933348,2.79440204978283
"SANMAR94",70,15,15.7092510213067,1,0,0,0,69,14,"Third Person","Asynchronous","agency",1,0,1,0,2.50980392155881,2.2252057933348,2.79440204978283
"marreb02",110,15,16.2920222995935,0,1,0,0,70,22,"First Person","Synchronous","ownership",2.777777778,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"marreb02",110,15,16.2920222995935,0,1,0,0,70,22,"First Person","Synchronous","location",2.75,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"marreb02",110,15,16.2920222995935,0,1,0,0,70,22,"First Person","Synchronous","agency",3.5,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"marreb02",110,15,16.2920222995935,0,1,0,0,70,22,"First Person","Asynchronous","ownership",4.222222222,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"marreb02",110,15,16.2920222995935,0,1,0,0,70,22,"First Person","Asynchronous","location",4.75,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"marreb02",110,15,16.2920222995935,0,1,0,0,70,22,"First Person","Asynchronous","agency",2,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"marreb02",110,15,16.2920222995935,0,1,0,0,70,22,"Third Person","Synchronous","ownership",3.111111111,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"marreb02",110,15,16.2920222995935,0,1,0,0,70,22,"Third Person","Synchronous","location",4.75,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"marreb02",110,15,16.2920222995935,0,1,0,0,70,22,"Third Person","Synchronous","agency",2,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"marreb02",110,15,16.2920222995935,0,1,0,0,70,22,"Third Person","Asynchronous","ownership",2.777777778,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"marreb02",110,15,16.2920222995935,0,1,0,0,70,22,"Third Person","Asynchronous","location",3.75,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"marreb02",110,15,16.2920222995935,0,1,0,0,70,22,"Third Person","Asynchronous","agency",3,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"marreb02",150,19,16.6432828037952,0,0,1,0,70,22,"First Person","Synchronous","ownership",2.777777778,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"marreb02",150,19,16.6432828037952,0,0,1,0,70,22,"First Person","Synchronous","location",2.75,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"marreb02",150,19,16.6432828037952,0,0,1,0,70,22,"First Person","Synchronous","agency",3.5,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"marreb02",150,19,16.6432828037952,0,0,1,0,70,22,"First Person","Asynchronous","ownership",4.222222222,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"marreb02",150,19,16.6432828037952,0,0,1,0,70,22,"First Person","Asynchronous","location",4.75,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"marreb02",150,19,16.6432828037952,0,0,1,0,70,22,"First Person","Asynchronous","agency",2,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"marreb02",150,19,16.6432828037952,0,0,1,0,70,22,"Third Person","Synchronous","ownership",3.111111111,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"marreb02",150,19,16.6432828037952,0,0,1,0,70,22,"Third Person","Synchronous","location",4.75,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"marreb02",150,19,16.6432828037952,0,0,1,0,70,22,"Third Person","Synchronous","agency",2,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"marreb02",150,19,16.6432828037952,0,0,1,0,70,22,"Third Person","Asynchronous","ownership",2.777777778,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"marreb02",150,19,16.6432828037952,0,0,1,0,70,22,"Third Person","Asynchronous","location",3.75,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"marreb02",150,19,16.6432828037952,0,0,1,0,70,22,"Third Person","Asynchronous","agency",3,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"marreb02",230,16,17.3458038121986,0,0,0,1,70,22,"First Person","Synchronous","ownership",2.777777778,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"marreb02",230,16,17.3458038121986,0,0,0,1,70,22,"First Person","Synchronous","location",2.75,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"marreb02",230,16,17.3458038121986,0,0,0,1,70,22,"First Person","Synchronous","agency",3.5,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"marreb02",230,16,17.3458038121986,0,0,0,1,70,22,"First Person","Asynchronous","ownership",4.222222222,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"marreb02",230,16,17.3458038121986,0,0,0,1,70,22,"First Person","Asynchronous","location",4.75,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"marreb02",230,16,17.3458038121986,0,0,0,1,70,22,"First Person","Asynchronous","agency",2,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"marreb02",230,16,17.3458038121986,0,0,0,1,70,22,"Third Person","Synchronous","ownership",3.111111111,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"marreb02",230,16,17.3458038121986,0,0,0,1,70,22,"Third Person","Synchronous","location",4.75,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"marreb02",230,16,17.3458038121986,0,0,0,1,70,22,"Third Person","Synchronous","agency",2,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"marreb02",230,16,17.3458038121986,0,0,0,1,70,22,"Third Person","Asynchronous","ownership",2.777777778,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"marreb02",230,16,17.3458038121986,0,0,0,1,70,22,"Third Person","Asynchronous","location",3.75,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"marreb02",230,16,17.3458038121986,0,0,0,1,70,22,"Third Person","Asynchronous","agency",3,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"marreb02",70,16,15.9407617953918,1,0,0,0,70,22,"First Person","Synchronous","ownership",2.777777778,1,0,0,2.83932461870587,2.55472649048186,3.12392274692989
"marreb02",70,16,15.9407617953918,1,0,0,0,70,22,"First Person","Synchronous","location",2.75,0,0,1,2.83932461870587,2.55472649048186,3.12392274692989
"marreb02",70,16,15.9407617953918,1,0,0,0,70,22,"First Person","Synchronous","agency",3.5,0,1,0,2.83932461870587,2.55472649048186,3.12392274692989
"marreb02",70,16,15.9407617953918,1,0,0,0,70,22,"First Person","Asynchronous","ownership",4.222222222,1,0,0,2.83932461870587,2.55472649048186,3.12392274692989
"marreb02",70,16,15.9407617953918,1,0,0,0,70,22,"First Person","Asynchronous","location",4.75,0,0,1,2.83932461870587,2.55472649048186,3.12392274692989
"marreb02",70,16,15.9407617953918,1,0,0,0,70,22,"First Person","Asynchronous","agency",2,0,1,0,2.83932461870587,2.55472649048186,3.12392274692989
"marreb02",70,16,15.9407617953918,1,0,0,0,70,22,"Third Person","Synchronous","ownership",3.111111111,1,0,0,2.50980392155881,2.2252057933348,2.79440204978283
"marreb02",70,16,15.9407617953918,1,0,0,0,70,22,"Third Person","Synchronous","location",4.75,0,0,1,2.50980392155881,2.2252057933348,2.79440204978283
"marreb02",70,16,15.9407617953918,1,0,0,0,70,22,"Third Person","Synchronous","agency",2,0,1,0,2.50980392155881,2.2252057933348,2.79440204978283
"marreb02",70,16,15.9407617953918,1,0,0,0,70,22,"Third Person","Asynchronous","ownership",2.777777778,1,0,0,2.50980392155881,2.2252057933348,2.79440204978283
"marreb02",70,16,15.9407617953918,1,0,0,0,70,22,"Third Person","Asynchronous","location",3.75,0,0,1,2.50980392155881,2.2252057933348,2.79440204978283
"marreb02",70,16,15.9407617953918,1,0,0,0,70,22,"Third Person","Asynchronous","agency",3,0,1,0,2.50980392155881,2.2252057933348,2.79440204978283
"maggiu98",110,18,19.0701515886144,0,1,0,0,81,15,"First Person","Synchronous","ownership",4.333333333,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"maggiu98",110,18,19.0701515886144,0,1,0,0,81,15,"First Person","Synchronous","location",5,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"maggiu98",110,18,19.0701515886144,0,1,0,0,81,15,"First Person","Synchronous","agency",3,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"maggiu98",110,18,19.0701515886144,0,1,0,0,81,15,"First Person","Asynchronous","ownership",3.888888889,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"maggiu98",110,18,19.0701515886144,0,1,0,0,81,15,"First Person","Asynchronous","location",3.75,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"maggiu98",110,18,19.0701515886144,0,1,0,0,81,15,"First Person","Asynchronous","agency",3,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"maggiu98",110,18,19.0701515886144,0,1,0,0,81,15,"Third Person","Synchronous","ownership",4.111111111,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"maggiu98",110,18,19.0701515886144,0,1,0,0,81,15,"Third Person","Synchronous","location",5,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"maggiu98",110,18,19.0701515886144,0,1,0,0,81,15,"Third Person","Synchronous","agency",3,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"maggiu98",110,18,19.0701515886144,0,1,0,0,81,15,"Third Person","Asynchronous","ownership",3,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"maggiu98",110,18,19.0701515886144,0,1,0,0,81,15,"Third Person","Asynchronous","location",4.25,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"maggiu98",110,18,19.0701515886144,0,1,0,0,81,15,"Third Person","Asynchronous","agency",2,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"maggiu98",150,20,19.4214120928161,0,0,1,0,81,15,"First Person","Synchronous","ownership",4.333333333,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"maggiu98",150,20,19.4214120928161,0,0,1,0,81,15,"First Person","Synchronous","location",5,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"maggiu98",150,20,19.4214120928161,0,0,1,0,81,15,"First Person","Synchronous","agency",3,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"maggiu98",150,20,19.4214120928161,0,0,1,0,81,15,"First Person","Asynchronous","ownership",3.888888889,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"maggiu98",150,20,19.4214120928161,0,0,1,0,81,15,"First Person","Asynchronous","location",3.75,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"maggiu98",150,20,19.4214120928161,0,0,1,0,81,15,"First Person","Asynchronous","agency",3,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"maggiu98",150,20,19.4214120928161,0,0,1,0,81,15,"Third Person","Synchronous","ownership",4.111111111,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"maggiu98",150,20,19.4214120928161,0,0,1,0,81,15,"Third Person","Synchronous","location",5,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"maggiu98",150,20,19.4214120928161,0,0,1,0,81,15,"Third Person","Synchronous","agency",3,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"maggiu98",150,20,19.4214120928161,0,0,1,0,81,15,"Third Person","Asynchronous","ownership",3,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"maggiu98",150,20,19.4214120928161,0,0,1,0,81,15,"Third Person","Asynchronous","location",4.25,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"maggiu98",150,20,19.4214120928161,0,0,1,0,81,15,"Third Person","Asynchronous","agency",2,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"maggiu98",230,20,20.1239331012195,0,0,0,1,81,15,"First Person","Synchronous","ownership",4.333333333,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"maggiu98",230,20,20.1239331012195,0,0,0,1,81,15,"First Person","Synchronous","location",5,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"maggiu98",230,20,20.1239331012195,0,0,0,1,81,15,"First Person","Synchronous","agency",3,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"maggiu98",230,20,20.1239331012195,0,0,0,1,81,15,"First Person","Asynchronous","ownership",3.888888889,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"maggiu98",230,20,20.1239331012195,0,0,0,1,81,15,"First Person","Asynchronous","location",3.75,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"maggiu98",230,20,20.1239331012195,0,0,0,1,81,15,"First Person","Asynchronous","agency",3,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"maggiu98",230,20,20.1239331012195,0,0,0,1,81,15,"Third Person","Synchronous","ownership",4.111111111,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"maggiu98",230,20,20.1239331012195,0,0,0,1,81,15,"Third Person","Synchronous","location",5,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"maggiu98",230,20,20.1239331012195,0,0,0,1,81,15,"Third Person","Synchronous","agency",3,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"maggiu98",230,20,20.1239331012195,0,0,0,1,81,15,"Third Person","Asynchronous","ownership",3,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"maggiu98",230,20,20.1239331012195,0,0,0,1,81,15,"Third Person","Asynchronous","location",4.25,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"maggiu98",230,20,20.1239331012195,0,0,0,1,81,15,"Third Person","Asynchronous","agency",2,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"maggiu98",70,20,18.7188910844127,1,0,0,0,81,15,"First Person","Synchronous","ownership",4.333333333,1,0,0,2.83932461870587,2.55472649048186,3.12392274692989
"maggiu98",70,20,18.7188910844127,1,0,0,0,81,15,"First Person","Synchronous","location",5,0,0,1,2.83932461870587,2.55472649048186,3.12392274692989
"maggiu98",70,20,18.7188910844127,1,0,0,0,81,15,"First Person","Synchronous","agency",3,0,1,0,2.83932461870587,2.55472649048186,3.12392274692989
"maggiu98",70,20,18.7188910844127,1,0,0,0,81,15,"First Person","Asynchronous","ownership",3.888888889,1,0,0,2.83932461870587,2.55472649048186,3.12392274692989
"maggiu98",70,20,18.7188910844127,1,0,0,0,81,15,"First Person","Asynchronous","location",3.75,0,0,1,2.83932461870587,2.55472649048186,3.12392274692989
"maggiu98",70,20,18.7188910844127,1,0,0,0,81,15,"First Person","Asynchronous","agency",3,0,1,0,2.83932461870587,2.55472649048186,3.12392274692989
"maggiu98",70,20,18.7188910844127,1,0,0,0,81,15,"Third Person","Synchronous","ownership",4.111111111,1,0,0,2.50980392155881,2.2252057933348,2.79440204978283
"maggiu98",70,20,18.7188910844127,1,0,0,0,81,15,"Third Person","Synchronous","location",5,0,0,1,2.50980392155881,2.2252057933348,2.79440204978283
"maggiu98",70,20,18.7188910844127,1,0,0,0,81,15,"Third Person","Synchronous","agency",3,0,1,0,2.50980392155881,2.2252057933348,2.79440204978283
"maggiu98",70,20,18.7188910844127,1,0,0,0,81,15,"Third Person","Asynchronous","ownership",3,1,0,0,2.50980392155881,2.2252057933348,2.79440204978283
"maggiu98",70,20,18.7188910844127,1,0,0,0,81,15,"Third Person","Asynchronous","location",4.25,0,0,1,2.50980392155881,2.2252057933348,2.79440204978283
"maggiu98",70,20,18.7188910844127,1,0,0,0,81,15,"Third Person","Asynchronous","agency",2,0,1,0,2.50980392155881,2.2252057933348,2.79440204978283
"fraant00",110,19,18.8386408145293,0,1,0,0,81,23,"First Person","Synchronous","ownership",1.333333333,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"fraant00",110,19,18.8386408145293,0,1,0,0,81,23,"First Person","Synchronous","location",3.75,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"fraant00",110,19,18.8386408145293,0,1,0,0,81,23,"First Person","Synchronous","agency",1,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"fraant00",110,19,18.8386408145293,0,1,0,0,81,23,"First Person","Asynchronous","ownership",1.111111111,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"fraant00",110,19,18.8386408145293,0,1,0,0,81,23,"First Person","Asynchronous","location",2,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"fraant00",110,19,18.8386408145293,0,1,0,0,81,23,"First Person","Asynchronous","agency",1,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"fraant00",110,19,18.8386408145293,0,1,0,0,81,23,"Third Person","Synchronous","ownership",1.666666667,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"fraant00",110,19,18.8386408145293,0,1,0,0,81,23,"Third Person","Synchronous","location",3.25,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"fraant00",110,19,18.8386408145293,0,1,0,0,81,23,"Third Person","Synchronous","agency",2,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
