"ID","SOA","score","predicted","SOA70","SOA110","SOA150","SOA230","block1","cape_score","Perspective","Stimulus_Type","Measurement","Score","Measurement_ownership","Measurement_agency","Measurement_location","fit","lwr","upr"
"fraant00",110,19,18.8386408145293,0,1,0,0,81,23,"Third Person","Asynchronous","ownership",1,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"fraant00",110,19,18.8386408145293,0,1,0,0,81,23,"Third Person","Asynchronous","location",1.75,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"fraant00",110,19,18.8386408145293,0,1,0,0,81,23,"Third Person","Asynchronous","agency",1,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"fraant00",150,20,19.189901318731,0,0,1,0,81,23,"First Person","Synchronous","ownership",1.333333333,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"fraant00",150,20,19.189901318731,0,0,1,0,81,23,"First Person","Synchronous","location",3.75,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"fraant00",150,20,19.189901318731,0,0,1,0,81,23,"First Person","Synchronous","agency",1,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"fraant00",150,20,19.189901318731,0,0,1,0,81,23,"First Person","Asynchronous","ownership",1.111111111,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"fraant00",150,20,19.189901318731,0,0,1,0,81,23,"First Person","Asynchronous","location",2,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"fraant00",150,20,19.189901318731,0,0,1,0,81,23,"First Person","Asynchronous","agency",1,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"fraant00",150,20,19.189901318731,0,0,1,0,81,23,"Third Person","Synchronous","ownership",1.666666667,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"fraant00",150,20,19.189901318731,0,0,1,0,81,23,"Third Person","Synchronous","location",3.25,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"fraant00",150,20,19.189901318731,0,0,1,0,81,23,"Third Person","Synchronous","agency",2,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"fraant00",150,20,19.189901318731,0,0,1,0,81,23,"Third Person","Asynchronous","ownership",1,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"fraant00",150,20,19.189901318731,0,0,1,0,81,23,"Third Person","Asynchronous","location",1.75,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"fraant00",150,20,19.189901318731,0,0,1,0,81,23,"Third Person","Asynchronous","agency",1,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"fraant00",230,20,19.8924223271344,0,0,0,1,81,23,"First Person","Synchronous","ownership",1.333333333,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"fraant00",230,20,19.8924223271344,0,0,0,1,81,23,"First Person","Synchronous","location",3.75,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"fraant00",230,20,19.8924223271344,0,0,0,1,81,23,"First Person","Synchronous","agency",1,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"fraant00",230,20,19.8924223271344,0,0,0,1,81,23,"First Person","Asynchronous","ownership",1.111111111,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"fraant00",230,20,19.8924223271344,0,0,0,1,81,23,"First Person","Asynchronous","location",2,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"fraant00",230,20,19.8924223271344,0,0,0,1,81,23,"First Person","Asynchronous","agency",1,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"fraant00",230,20,19.8924223271344,0,0,0,1,81,23,"Third Person","Synchronous","ownership",1.666666667,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"fraant00",230,20,19.8924223271344,0,0,0,1,81,23,"Third Person","Synchronous","location",3.25,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"fraant00",230,20,19.8924223271344,0,0,0,1,81,23,"Third Person","Synchronous","agency",2,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"fraant00",230,20,19.8924223271344,0,0,0,1,81,23,"Third Person","Asynchronous","ownership",1,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"fraant00",230,20,19.8924223271344,0,0,0,1,81,23,"Third Person","Asynchronous","location",1.75,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"fraant00",230,20,19.8924223271344,0,0,0,1,81,23,"Third Person","Asynchronous","agency",1,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"fraant00",70,18,18.4873803103276,1,0,0,0,81,23,"First Person","Synchronous","ownership",1.333333333,1,0,0,2.83932461870587,2.55472649048186,3.12392274692989
"fraant00",70,18,18.4873803103276,1,0,0,0,81,23,"First Person","Synchronous","location",3.75,0,0,1,2.83932461870587,2.55472649048186,3.12392274692989
"fraant00",70,18,18.4873803103276,1,0,0,0,81,23,"First Person","Synchronous","agency",1,0,1,0,2.83932461870587,2.55472649048186,3.12392274692989
"fraant00",70,18,18.4873803103276,1,0,0,0,81,23,"First Person","Asynchronous","ownership",1.111111111,1,0,0,2.83932461870587,2.55472649048186,3.12392274692989
"fraant00",70,18,18.4873803103276,1,0,0,0,81,23,"First Person","Asynchronous","location",2,0,0,1,2.83932461870587,2.55472649048186,3.12392274692989
"fraant00",70,18,18.4873803103276,1,0,0,0,81,23,"First Person","Asynchronous","agency",1,0,1,0,2.83932461870587,2.55472649048186,3.12392274692989
"fraant00",70,18,18.4873803103276,1,0,0,0,81,23,"Third Person","Synchronous","ownership",1.666666667,1,0,0,2.50980392155881,2.2252057933348,2.79440204978283
"fraant00",70,18,18.4873803103276,1,0,0,0,81,23,"Third Person","Synchronous","location",3.25,0,0,1,2.50980392155881,2.2252057933348,2.79440204978283
"fraant00",70,18,18.4873803103276,1,0,0,0,81,23,"Third Person","Synchronous","agency",2,0,1,0,2.50980392155881,2.2252057933348,2.79440204978283
"fraant00",70,18,18.4873803103276,1,0,0,0,81,23,"Third Person","Asynchronous","ownership",1,1,0,0,2.50980392155881,2.2252057933348,2.79440204978283
"fraant00",70,18,18.4873803103276,1,0,0,0,81,23,"Third Person","Asynchronous","location",1.75,0,0,1,2.50980392155881,2.2252057933348,2.79440204978283
"fraant00",70,18,18.4873803103276,1,0,0,0,81,23,"Third Person","Asynchronous","agency",1,0,1,0,2.50980392155881,2.2252057933348,2.79440204978283
"morgai02",110,20,19.3016623626995,0,1,0,0,84,20,"First Person","Synchronous","ownership",1.444444444,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"morgai02",110,20,19.3016623626995,0,1,0,0,84,20,"First Person","Synchronous","location",2.75,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"morgai02",110,20,19.3016623626995,0,1,0,0,84,20,"First Person","Synchronous","agency",3,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"morgai02",110,20,19.3016623626995,0,1,0,0,84,20,"First Person","Asynchronous","ownership",1.444444444,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"morgai02",110,20,19.3016623626995,0,1,0,0,84,20,"First Person","Asynchronous","location",3,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"morgai02",110,20,19.3016623626995,0,1,0,0,84,20,"First Person","Asynchronous","agency",3,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"morgai02",110,20,19.3016623626995,0,1,0,0,84,20,"Third Person","Synchronous","ownership",1,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"morgai02",110,20,19.3016623626995,0,1,0,0,84,20,"Third Person","Synchronous","location",2.5,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"morgai02",110,20,19.3016623626995,0,1,0,0,84,20,"Third Person","Synchronous","agency",2.5,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"morgai02",110,20,19.3016623626995,0,1,0,0,84,20,"Third Person","Asynchronous","ownership",1.111111111,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"morgai02",110,20,19.3016623626995,0,1,0,0,84,20,"Third Person","Asynchronous","location",2.5,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"morgai02",110,20,19.3016623626995,0,1,0,0,84,20,"Third Person","Asynchronous","agency",3,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"morgai02",150,20,19.6529228669012,0,0,1,0,84,20,"First Person","Synchronous","ownership",1.444444444,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"morgai02",150,20,19.6529228669012,0,0,1,0,84,20,"First Person","Synchronous","location",2.75,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"morgai02",150,20,19.6529228669012,0,0,1,0,84,20,"First Person","Synchronous","agency",3,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"morgai02",150,20,19.6529228669012,0,0,1,0,84,20,"First Person","Asynchronous","ownership",1.444444444,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"morgai02",150,20,19.6529228669012,0,0,1,0,84,20,"First Person","Asynchronous","location",3,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"morgai02",150,20,19.6529228669012,0,0,1,0,84,20,"First Person","Asynchronous","agency",3,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"morgai02",150,20,19.6529228669012,0,0,1,0,84,20,"Third Person","Synchronous","ownership",1,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"morgai02",150,20,19.6529228669012,0,0,1,0,84,20,"Third Person","Synchronous","location",2.5,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"morgai02",150,20,19.6529228669012,0,0,1,0,84,20,"Third Person","Synchronous","agency",2.5,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"morgai02",150,20,19.6529228669012,0,0,1,0,84,20,"Third Person","Asynchronous","ownership",1.111111111,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"morgai02",150,20,19.6529228669012,0,0,1,0,84,20,"Third Person","Asynchronous","location",2.5,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"morgai02",150,20,19.6529228669012,0,0,1,0,84,20,"Third Person","Asynchronous","agency",3,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"morgai02",230,20,20.3554438753045,0,0,0,1,84,20,"First Person","Synchronous","ownership",1.444444444,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"morgai02",230,20,20.3554438753045,0,0,0,1,84,20,"First Person","Synchronous","location",2.75,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"morgai02",230,20,20.3554438753045,0,0,0,1,84,20,"First Person","Synchronous","agency",3,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"morgai02",230,20,20.3554438753045,0,0,0,1,84,20,"First Person","Asynchronous","ownership",1.444444444,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"morgai02",230,20,20.3554438753045,0,0,0,1,84,20,"First Person","Asynchronous","location",3,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"morgai02",230,20,20.3554438753045,0,0,0,1,84,20,"First Person","Asynchronous","agency",3,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"morgai02",230,20,20.3554438753045,0,0,0,1,84,20,"Third Person","Synchronous","ownership",1,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"morgai02",230,20,20.3554438753045,0,0,0,1,84,20,"Third Person","Synchronous","location",2.5,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"morgai02",230,20,20.3554438753045,0,0,0,1,84,20,"Third Person","Synchronous","agency",2.5,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"morgai02",230,20,20.3554438753045,0,0,0,1,84,20,"Third Person","Asynchronous","ownership",1.111111111,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"morgai02",230,20,20.3554438753045,0,0,0,1,84,20,"Third Person","Asynchronous","location",2.5,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"morgai02",230,20,20.3554438753045,0,0,0,1,84,20,"Third Person","Asynchronous","agency",3,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"morgai02",70,19,18.9504018584978,1,0,0,0,84,20,"First Person","Synchronous","ownership",1.444444444,1,0,0,2.83932461870587,2.55472649048186,3.12392274692989
"morgai02",70,19,18.9504018584978,1,0,0,0,84,20,"First Person","Synchronous","location",2.75,0,0,1,2.83932461870587,2.55472649048186,3.12392274692989
"morgai02",70,19,18.9504018584978,1,0,0,0,84,20,"First Person","Synchronous","agency",3,0,1,0,2.83932461870587,2.55472649048186,3.12392274692989
"morgai02",70,19,18.9504018584978,1,0,0,0,84,20,"First Person","Asynchronous","ownership",1.444444444,1,0,0,2.83932461870587,2.55472649048186,3.12392274692989
"morgai02",70,19,18.9504018584978,1,0,0,0,84,20,"First Person","Asynchronous","location",3,0,0,1,2.83932461870587,2.55472649048186,3.12392274692989
"morgai02",70,19,18.9504018584978,1,0,0,0,84,20,"First Person","Asynchronous","agency",3,0,1,0,2.83932461870587,2.55472649048186,3.12392274692989
"morgai02",70,19,18.9504018584978,1,0,0,0,84,20,"Third Person","Synchronous","ownership",1,1,0,0,2.50980392155881,2.2252057933348,2.79440204978283
"morgai02",70,19,18.9504018584978,1,0,0,0,84,20,"Third Person","Synchronous","location",2.5,0,0,1,2.50980392155881,2.2252057933348,2.79440204978283
"morgai02",70,19,18.9504018584978,1,0,0,0,84,20,"Third Person","Synchronous","agency",2.5,0,1,0,2.50980392155881,2.2252057933348,2.79440204978283
"morgai02",70,19,18.9504018584978,1,0,0,0,84,20,"Third Person","Asynchronous","ownership",1.111111111,1,0,0,2.50980392155881,2.2252057933348,2.79440204978283
"morgai02",70,19,18.9504018584978,1,0,0,0,84,20,"Third Person","Asynchronous","location",2.5,0,0,1,2.50980392155881,2.2252057933348,2.79440204978283
"morgai02",70,19,18.9504018584978,1,0,0,0,84,20,"Third Person","Asynchronous","agency",3,0,1,0,2.50980392155881,2.2252057933348,2.79440204978283
"fedgio01",110,17,17.4495761700189,0,1,0,0,75,14,"First Person","Synchronous","ownership",2,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"fedgio01",110,17,17.4495761700189,0,1,0,0,75,14,"First Person","Synchronous","location",4.5,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"fedgio01",110,17,17.4495761700189,0,1,0,0,75,14,"First Person","Synchronous","agency",1,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"fedgio01",110,17,17.4495761700189,0,1,0,0,75,14,"First Person","Asynchronous","ownership",1,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"fedgio01",110,17,17.4495761700189,0,1,0,0,75,14,"First Person","Asynchronous","location",1.75,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"fedgio01",110,17,17.4495761700189,0,1,0,0,75,14,"First Person","Asynchronous","agency",1,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"fedgio01",110,17,17.4495761700189,0,1,0,0,75,14,"Third Person","Synchronous","ownership",1,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"fedgio01",110,17,17.4495761700189,0,1,0,0,75,14,"Third Person","Synchronous","location",1.5,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"fedgio01",110,17,17.4495761700189,0,1,0,0,75,14,"Third Person","Synchronous","agency",1,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"fedgio01",110,17,17.4495761700189,0,1,0,0,75,14,"Third Person","Asynchronous","ownership",1,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"fedgio01",110,17,17.4495761700189,0,1,0,0,75,14,"Third Person","Asynchronous","location",1,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"fedgio01",110,17,17.4495761700189,0,1,0,0,75,14,"Third Person","Asynchronous","agency",1,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"fedgio01",150,19,17.8008366742206,0,0,1,0,75,14,"First Person","Synchronous","ownership",2,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"fedgio01",150,19,17.8008366742206,0,0,1,0,75,14,"First Person","Synchronous","location",4.5,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"fedgio01",150,19,17.8008366742206,0,0,1,0,75,14,"First Person","Synchronous","agency",1,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"fedgio01",150,19,17.8008366742206,0,0,1,0,75,14,"First Person","Asynchronous","ownership",1,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"fedgio01",150,19,17.8008366742206,0,0,1,0,75,14,"First Person","Asynchronous","location",1.75,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"fedgio01",150,19,17.8008366742206,0,0,1,0,75,14,"First Person","Asynchronous","agency",1,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"fedgio01",150,19,17.8008366742206,0,0,1,0,75,14,"Third Person","Synchronous","ownership",1,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"fedgio01",150,19,17.8008366742206,0,0,1,0,75,14,"Third Person","Synchronous","location",1.5,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"fedgio01",150,19,17.8008366742206,0,0,1,0,75,14,"Third Person","Synchronous","agency",1,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"fedgio01",150,19,17.8008366742206,0,0,1,0,75,14,"Third Person","Asynchronous","ownership",1,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"fedgio01",150,19,17.8008366742206,0,0,1,0,75,14,"Third Person","Asynchronous","location",1,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"fedgio01",150,19,17.8008366742206,0,0,1,0,75,14,"Third Person","Asynchronous","agency",1,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"fedgio01",230,20,18.5033576826239,0,0,0,1,75,14,"First Person","Synchronous","ownership",2,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"fedgio01",230,20,18.5033576826239,0,0,0,1,75,14,"First Person","Synchronous","location",4.5,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"fedgio01",230,20,18.5033576826239,0,0,0,1,75,14,"First Person","Synchronous","agency",1,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"fedgio01",230,20,18.5033576826239,0,0,0,1,75,14,"First Person","Asynchronous","ownership",1,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"fedgio01",230,20,18.5033576826239,0,0,0,1,75,14,"First Person","Asynchronous","location",1.75,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"fedgio01",230,20,18.5033576826239,0,0,0,1,75,14,"First Person","Asynchronous","agency",1,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"fedgio01",230,20,18.5033576826239,0,0,0,1,75,14,"Third Person","Synchronous","ownership",1,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"fedgio01",230,20,18.5033576826239,0,0,0,1,75,14,"Third Person","Synchronous","location",1.5,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"fedgio01",230,20,18.5033576826239,0,0,0,1,75,14,"Third Person","Synchronous","agency",1,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"fedgio01",230,20,18.5033576826239,0,0,0,1,75,14,"Third Person","Asynchronous","ownership",1,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"fedgio01",230,20,18.5033576826239,0,0,0,1,75,14,"Third Person","Asynchronous","location",1,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"fedgio01",230,20,18.5033576826239,0,0,0,1,75,14,"Third Person","Asynchronous","agency",1,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"fedgio01",70,15,17.0983156658172,1,0,0,0,75,14,"First Person","Synchronous","ownership",2,1,0,0,2.83932461870587,2.55472649048186,3.12392274692989
"fedgio01",70,15,17.0983156658172,1,0,0,0,75,14,"First Person","Synchronous","location",4.5,0,0,1,2.83932461870587,2.55472649048186,3.12392274692989
"fedgio01",70,15,17.0983156658172,1,0,0,0,75,14,"First Person","Synchronous","agency",1,0,1,0,2.83932461870587,2.55472649048186,3.12392274692989
"fedgio01",70,15,17.0983156658172,1,0,0,0,75,14,"First Person","Asynchronous","ownership",1,1,0,0,2.83932461870587,2.55472649048186,3.12392274692989
"fedgio01",70,15,17.0983156658172,1,0,0,0,75,14,"First Person","Asynchronous","location",1.75,0,0,1,2.83932461870587,2.55472649048186,3.12392274692989
"fedgio01",70,15,17.0983156658172,1,0,0,0,75,14,"First Person","Asynchronous","agency",1,0,1,0,2.83932461870587,2.55472649048186,3.12392274692989
"fedgio01",70,15,17.0983156658172,1,0,0,0,75,14,"Third Person","Synchronous","ownership",1,1,0,0,2.50980392155881,2.2252057933348,2.79440204978283
"fedgio01",70,15,17.0983156658172,1,0,0,0,75,14,"Third Person","Synchronous","location",1.5,0,0,1,2.50980392155881,2.2252057933348,2.79440204978283
"fedgio01",70,15,17.0983156658172,1,0,0,0,75,14,"Third Person","Synchronous","agency",1,0,1,0,2.50980392155881,2.2252057933348,2.79440204978283
"fedgio01",70,15,17.0983156658172,1,0,0,0,75,14,"Third Person","Asynchronous","ownership",1,1,0,0,2.50980392155881,2.2252057933348,2.79440204978283
"fedgio01",70,15,17.0983156658172,1,0,0,0,75,14,"Third Person","Asynchronous","location",1,0,0,1,2.50980392155881,2.2252057933348,2.79440204978283
"fedgio01",70,15,17.0983156658172,1,0,0,0,75,14,"Third Person","Asynchronous","agency",1,0,1,0,2.50980392155881,2.2252057933348,2.79440204978283
"viaemm03",110,15,16.0605115255084,0,1,0,0,69,27,"First Person","Synchronous","ownership",3.666666667,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"viaemm03",110,15,16.0605115255084,0,1,0,0,69,27,"First Person","Synchronous","location",4,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"viaemm03",110,15,16.0605115255084,0,1,0,0,69,27,"First Person","Synchronous","agency",6.5,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"viaemm03",110,15,16.0605115255084,0,1,0,0,69,27,"First Person","Asynchronous","ownership",2.777777778,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"viaemm03",110,15,16.0605115255084,0,1,0,0,69,27,"First Person","Asynchronous","location",3,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"viaemm03",110,15,16.0605115255084,0,1,0,0,69,27,"First Person","Asynchronous","agency",2.5,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"viaemm03",110,15,16.0605115255084,0,1,0,0,69,27,"Third Person","Synchronous","ownership",2.222222222,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"viaemm03",110,15,16.0605115255084,0,1,0,0,69,27,"Third Person","Synchronous","location",4.5,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"viaemm03",110,15,16.0605115255084,0,1,0,0,69,27,"Third Person","Synchronous","agency",6.5,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"viaemm03",110,15,16.0605115255084,0,1,0,0,69,27,"Third Person","Asynchronous","ownership",4.333333333,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"viaemm03",110,15,16.0605115255084,0,1,0,0,69,27,"Third Person","Asynchronous","location",5.25,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"viaemm03",110,15,16.0605115255084,0,1,0,0,69,27,"Third Person","Asynchronous","agency",7,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"viaemm03",150,16,16.4117720297101,0,0,1,0,69,27,"First Person","Synchronous","ownership",3.666666667,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"viaemm03",150,16,16.4117720297101,0,0,1,0,69,27,"First Person","Synchronous","location",4,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"viaemm03",150,16,16.4117720297101,0,0,1,0,69,27,"First Person","Synchronous","agency",6.5,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"viaemm03",150,16,16.4117720297101,0,0,1,0,69,27,"First Person","Asynchronous","ownership",2.777777778,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"viaemm03",150,16,16.4117720297101,0,0,1,0,69,27,"First Person","Asynchronous","location",3,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"viaemm03",150,16,16.4117720297101,0,0,1,0,69,27,"First Person","Asynchronous","agency",2.5,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"viaemm03",150,16,16.4117720297101,0,0,1,0,69,27,"Third Person","Synchronous","ownership",2.222222222,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"viaemm03",150,16,16.4117720297101,0,0,1,0,69,27,"Third Person","Synchronous","location",4.5,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"viaemm03",150,16,16.4117720297101,0,0,1,0,69,27,"Third Person","Synchronous","agency",6.5,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"viaemm03",150,16,16.4117720297101,0,0,1,0,69,27,"Third Person","Asynchronous","ownership",4.333333333,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"viaemm03",150,16,16.4117720297101,0,0,1,0,69,27,"Third Person","Asynchronous","location",5.25,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"viaemm03",150,16,16.4117720297101,0,0,1,0,69,27,"Third Person","Asynchronous","agency",7,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"viaemm03",230,18,17.1142930381135,0,0,0,1,69,27,"First Person","Synchronous","ownership",3.666666667,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"viaemm03",230,18,17.1142930381135,0,0,0,1,69,27,"First Person","Synchronous","location",4,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"viaemm03",230,18,17.1142930381135,0,0,0,1,69,27,"First Person","Synchronous","agency",6.5,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"viaemm03",230,18,17.1142930381135,0,0,0,1,69,27,"First Person","Asynchronous","ownership",2.777777778,1,0,0,2.83932461870587,2.67501181276487,3.00363742464687
"viaemm03",230,18,17.1142930381135,0,0,0,1,69,27,"First Person","Asynchronous","location",3,0,0,1,2.83932461870587,2.67501181276487,3.00363742464687
"viaemm03",230,18,17.1142930381135,0,0,0,1,69,27,"First Person","Asynchronous","agency",2.5,0,1,0,2.83932461870587,2.67501181276487,3.00363742464687
"viaemm03",230,18,17.1142930381135,0,0,0,1,69,27,"Third Person","Synchronous","ownership",2.222222222,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"viaemm03",230,18,17.1142930381135,0,0,0,1,69,27,"Third Person","Synchronous","location",4.5,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"viaemm03",230,18,17.1142930381135,0,0,0,1,69,27,"Third Person","Synchronous","agency",6.5,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"viaemm03",230,18,17.1142930381135,0,0,0,1,69,27,"Third Person","Asynchronous","ownership",4.333333333,1,0,0,2.50980392155881,2.34549111561782,2.67411672749981
"viaemm03",230,18,17.1142930381135,0,0,0,1,69,27,"Third Person","Asynchronous","location",5.25,0,0,1,2.50980392155881,2.34549111561782,2.67411672749981
"viaemm03",230,18,17.1142930381135,0,0,0,1,69,27,"Third Person","Asynchronous","agency",7,0,1,0,2.50980392155881,2.34549111561782,2.67411672749981
"viaemm03",70,16,15.7092510213067,1,0,0,0,69,27,"First Person","Synchronous","ownership",3.666666667,1,0,0,2.83932461870587,2.55472649048186,3.12392274692989
"viaemm03",70,16,15.7092510213067,1,0,0,0,69,27,"First Person","Synchronous","location",4,0,0,1,2.83932461870587,2.55472649048186,3.12392274692989
"viaemm03",70,16,15.7092510213067,1,0,0,0,69,27,"First Person","Synchronous","agency",6.5,0,1,0,2.83932461870587,2.55472649048186,3.12392274692989
"viaemm03",70,16,15.7092510213067,1,0,0,0,69,27,"First Person","Asynchronous","ownership",2.777777778,1,0,0,2.83932461870587,2.55472649048186,3.12392274692989
"viaemm03",70,16,15.7092510213067,1,0,0,0,69,27,"First Person","Asynchronous","location",3,0,0,1,2.83932461870587,2.55472649048186,3.12392274692989
