Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,suono,flash,type
1,1715009091819,06/05/2024 15:24:51,1715009092885,2,06/05/2024 17:24:52,0,0,,,37500986,,11052913,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1463x662,,,,SiFI,2,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1715009098560,06/05/2024 15:24:58,1715009099663,2,06/05/2024 17:24:59,0,0,,,37500986,,11052913,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1463x662,,,,SiFI,2,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,Zone1,response_text_entry,6735.9000000059605,,Enter Key,pupchi97,1,0,1,0,,,,,,ID,,,,
3,1715009099599,06/05/2024 15:24:59,1715009100721,2,06/05/2024 17:25:00,0,0,,,37500986,,11052913,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1463x662,,,,SiFI,2,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,response_keyboard_single,1039.5999999940395,,,1,1,0,1,0,,,,,,istruzioni,,,,
4,1715009104595,06/05/2024 15:25:04,1715009105717,2,06/05/2024 17:25:05,0,0,,,37500986,,11052913,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1463x662,,,,SiFI,2,Spreadsheet1,Spreadsheet1,2,1,2,Screen 2,fixation,fixation,4999.6,,,,,0,1,0,,,,,,istruzioni,,,,
5,1715009104689,06/05/2024 15:25:04,1715009105817,2,06/05/2024 17:25:05,0,0,,,37500986,,11052913,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1463x662,,,,SiFI,2,Spreadsheet1,Spreadsheet1,57,1,1,Screen 1,advancementZone,timelimit_screen,99.89999999999964,,,,,0,1,0,,,1,,1,flash_150,2,,1.png,unimodal_visual
6,1715009104855,06/05/2024 15:25:04,1715009105967,2,06/05/2024 17:25:05,0,0,,,37500986,,11052913,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1463x662,,,,SiFI,2,Spreadsheet1,Spreadsheet1,57,1,2,Screen 2,Zone1,timelimit_screen,150,,,,,0,1,0,,,1,,1,flash_150,2,,1.png,unimodal_visual
7,1715009104961,06/05/2024 15:25:04,1715009106067,2,06/05/2024 17:25:06,0,0,,,37500986,,11052913,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1463x662,,,,SiFI,2,Spreadsheet1,Spreadsheet1,57,1,3,Screen 3,advancementZone,timelimit_screen,99.89999999999964,,,,,0,1,0,,,1,,1,flash_150,2,,1.png,unimodal_visual
8,1715009105646,06/05/2024 15:25:05,1715009106777,2,06/05/2024 17:25:06,0,0,,,37500986,,11052913,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1463x662,,,,SiFI,2,Spreadsheet1,Spreadsheet1,57,1,4,Screen 4,Zone1,response_keyboard,696,,,2,1,1,0,0,,,,,1,flash_150,2,,1.png,unimodal_visual
9,1715009110643,06/05/2024 15:25:10,1715009111767,2,06/05/2024 17:25:11,0,0,,,37500986,,11052913,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1463x662,,,,SiFI,2,Spreadsheet1,Spreadsheet1,57,1,5,Screen 5,fixation,fixation,4999.799999999999,,,,,0,1,0,,,,,1,flash_150,2,,1.png,unimodal_visual
10,1715009110786,06/05/2024 15:25:10,1715009111912,2,06/05/2024 17:25:11,0,0,,,37500986,,11052913,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1463x662,,,,SiFI,2,Spreadsheet1,Spreadsheet1,37,1,1,Screen 1,advancementZone,content_audio,101.90000000596046,,,,,0,1,0,,,,,1,bimodal_150,2,beep.wav,1.png,bimodal
