Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,suono,flash,type
1,1715429891275,11/05/2024 12:18:11,1715429891300,2,11/05/2024 14:18:11,0,0,,,37606305,,11081543,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1463x662,,,,SiFI,2,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1715429907272,11/05/2024 12:18:27,1715429907325,2,11/05/2024 14:18:27,0,0,,,37606305,,11081543,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1463x662,,,,SiFI,2,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,Zone1,response_text_entry,15962.5,,Screen End,HaiJaw96,,0,1,0,,,,,,ID,,,,
3,1715429907352,11/05/2024 12:18:27,1715429907326,2,11/05/2024 14:18:27,0,0,,,37606305,,11081543,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1463x662,,,,SiFI,2,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,15962.5,,,,,0,1,0,,,,,,ID,,,,
4,1715429945816,11/05/2024 12:19:05,1715429945860,2,11/05/2024 14:19:05,0,0,,,37606305,,11081543,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1463x662,,,,SiFI,2,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,response_keyboard_single,38503.79999999702,,,1,1,0,1,0,,,,,,istruzioni,,,,
5,1715429950802,11/05/2024 12:19:10,1715429950856,2,11/05/2024 14:19:10,0,0,,,37606305,,11081543,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1463x662,,,,SiFI,2,Spreadsheet1,Spreadsheet1,2,1,2,Screen 2,fixation,fixation,4999.5999999999985,,,,,0,1,0,,,,,,istruzioni,,,,
6,1715429952081,11/05/2024 12:19:12,1715429952158,2,11/05/2024 14:19:12,0,0,,,37606305,,11081543,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1463x662,,,,SiFI,2,Spreadsheet1,Spreadsheet1,24,1,1,Screen 1,Zone1,content_audio,1251.2999999970198,,,,,0,1,0,,,,,1,sifi_110_d,1,beep.wav,1.png,SiFI
7,1715429952195,11/05/2024 12:19:12,1715429952268,2,11/05/2024 14:19:12,0,0,,,37606305,,11081543,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1463x662,,,,SiFI,2,Spreadsheet1,Spreadsheet1,24,1,2,Screen 2,Zone1,timelimit_screen,116.40000000000146,,,,,0,1,0,,,1,,1,sifi_110_d,1,beep.wav,1.png,SiFI
8,1715429952360,11/05/2024 12:19:12,1715429952404,2,11/05/2024 14:19:12,0,0,,,37606305,,11081543,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1463x662,,,,SiFI,2,Spreadsheet1,Spreadsheet1,24,1,3,Screen 3,Zone1,content_audio,125.20000000298023,,,,,0,1,0,,,,,1,sifi_110_d,1,beep.wav,1.png,SiFI
9,1715429959907,11/05/2024 12:19:19,1715429959983,2,11/05/2024 14:19:19,0,0,,,37606305,,11081543,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1463x662,,,,SiFI,2,Spreadsheet1,Spreadsheet1,24,1,4,Screen 4,Zone1,response_keyboard,7554.5,,,1,1,1,0,0,,,,,1,sifi_110_d,1,beep.wav,1.png,SiFI
10,1715429964911,11/05/2024 12:19:24,1715429964967,2,11/05/2024 14:19:24,0,0,,,37606305,,11081543,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1463x662,,,,SiFI,2,Spreadsheet1,Spreadsheet1,24,1,5,Screen 5,fixation,fixation,4999.900000000009,,,,,0,1,0,,,,,1,sifi_110_d,1,beep.wav,1.png,SiFI
11,1715429965005,11/05/2024 12:19:25,1715429965073,2,11/05/2024 14:19:25,0,0,,,37606305,,11081543,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1463x662,,,,SiFI,2,Spreadsheet1,Spreadsheet1,72,1,1,Screen 1,advancementZone,timelimit_screen,99.79999999998836,,,,,0,1,0,,,1,,1,flash_110,2,,1.png,unimodal_visual
12,1715429965118,11/05/2024 12:19:25,1715429965183,2,11/05/2024 14:19:25,0,0,,,37606305,,11081543,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1463x662,,,,SiFI,2,Spreadsheet1,Spreadsheet1,72,1,2,Screen 2,Zone1,timelimit_screen,116.90000000000873,,,,,0,1,0,,,1,,1,flash_110,2,,1.png,unimodal_visual
13,1715429965227,11/05/2024 12:19:25,1715429965284,2,11/05/2024 14:19:25,0,0,,,37606305,,11081543,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1463x662,,,,SiFI,2,Spreadsheet1,Spreadsheet1,72,1,3,Screen 3,advancementZone,timelimit_screen,99.80000000000291,,,,,0,1,0,,,1,,1,flash_110,2,,1.png,unimodal_visual
14,1715429966234,11/05/2024 12:19:26,1715429966296,2,11/05/2024 14:19:26,0,0,,,37606305,,11081543,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1463x662,,,,SiFI,2,Spreadsheet1,Spreadsheet1,72,1,4,Screen 4,Zone1,response_keyboard,999,,,2,1,1,0,0,,,,,1,flash_110,2,,1.png,unimodal_visual
15,1715429971204,11/05/2024 12:19:31,1715429971283,2,11/05/2024 14:19:31,0,0,,,37606305,,11081543,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1463x662,,,,SiFI,2,Spreadsheet1,Spreadsheet1,72,1,5,Screen 5,fixation,fixation,4999.699999999997,,,,,0,1,0,,,,,1,flash_110,2,,1.png,unimodal_visual
16,1715429971772,11/05/2024 12:19:31,1715429971837,2,11/05/2024 14:19:31,0,0,,,37606305,,11081543,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1463x662,,,,SiFI,2,Spreadsheet1,Spreadsheet1,44,1,1,Screen 1,advancementZone,content_audio,515.5999999940395,,,,,0,1,0,,,,,1,bimodal_110,2,beep.wav,1.png,bimodal
17,1715429971874,11/05/2024 12:19:31,1715429971950,2,11/05/2024 14:19:31,0,0,,,37606305,,11081543,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1463x662,,,,SiFI,2,Spreadsheet1,Spreadsheet1,44,1,2,Screen 2,Zone1,timelimit_screen,116.40000000000873,,,,,0,1,0,,,1,,1,bimodal_110,2,beep.wav,1.png,bimodal
18,1715429971995,11/05/2024 12:19:31,1715429972058,2,11/05/2024 14:19:32,0,0,,,37606305,,11081543,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1463x662,,,,SiFI,2,Spreadsheet1,Spreadsheet1,44,1,3,Screen 3,advancementZone,content_audio,95,,,,,0,1,0,,,,,1,bimodal_110,2,beep.wav,1.png,bimodal
19,1715429973108,11/05/2024 12:19:33,1715429973173,2,11/05/2024 14:19:33,0,0,,,37606305,,11081543,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1463x662,,,,SiFI,2,Spreadsheet1,Spreadsheet1,44,1,4,Screen 4,Zone1,response_keyboard,1097.1000000089407,,,2,1,1,0,0,,,,,1,bimodal_110,2,beep.wav,1.png,bimodal
20,1715429978095,11/05/2024 12:19:38,1715429978166,2,11/05/2024 14:19:38,0,0,,,37606305,,11081543,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1463x662,,,,SiFI,2,Spreadsheet1,Spreadsheet1,44,1,5,Screen 5,fixation,fixation,4999.699999999997,,,,,0,1,0,,,,,1,bimodal_110,2,beep.wav,1.png,bimodal
21,1715429978509,11/05/2024 12:19:38,1715429978296,2,11/05/2024 14:19:38,0,0,,,37606305,,11081543,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1463x662,,,,SiFI,2,Spreadsheet1,Spreadsheet1,18,1,1,Screen 1,Zone1,content_audio,88.70000000298023,,,,,0,1,0,,,,,1,sifi_230_d,1,beep.wav,1.png,SiFI
22,1715429978509,11/05/2024 12:19:38,1715429978516,2,11/05/2024 14:19:38,0,0,,,37606305,,11081543,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1463x662,,,,SiFI,2,Spreadsheet1,Spreadsheet1,18,1,2,Screen 2,Zone1,timelimit_screen,233.1999999999971,,,,,0,1,0,,,1,,1,sifi_230_d,1,beep.wav,1.png,SiFI
