Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,suono,flash,type
1,1718101764873,11/06/2024 10:29:24,1718101766024,2,11/06/2024 12:29:26,0,0,,,38176069,,11226218,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1330x602,,,,SiFI,2,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1718101781843,11/06/2024 10:29:41,1718101783032,2,11/06/2024 12:29:43,0,0,,,38176069,,11226218,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1330x602,,,,SiFI,2,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,Zone1,response_text_entry,16971.600000023842,,Screen End,liyul97,,0,1,0,,,,,,ID,,,,
3,1718101781911,11/06/2024 10:29:41,1718101783033,2,11/06/2024 12:29:43,0,0,,,38176069,,11226218,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1330x602,,,,SiFI,2,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,16971.600000023842,,,,,0,1,0,,,,,,ID,,,,
4,1718101796097,11/06/2024 10:29:56,1718101797301,2,11/06/2024 12:29:57,0,0,,,38176069,,11226218,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1330x602,,,,SiFI,2,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,response_keyboard_single,14247.100000023842,,,1,1,0,1,0,,,,,,istruzioni,,,,
5,1718101801108,11/06/2024 10:30:01,1718101802298,2,11/06/2024 12:30:02,0,0,,,38176069,,11226218,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1330x602,,,,SiFI,2,Spreadsheet1,Spreadsheet1,2,1,2,Screen 2,fixation,fixation,4999.499999999996,,,,,0,1,0,,,,,,istruzioni,,,,
6,1718101802428,11/06/2024 10:30:02,1718101803610,2,11/06/2024 12:30:03,0,0,,,38176069,,11226218,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1330x602,,,,SiFI,2,Spreadsheet1,Spreadsheet1,23,1,1,Screen 1,Zone1,content_audio,1266.199999988079,,,,,0,1,0,,,,,1,sifi_70_d,1,beep.wav,1.png,SiFI
7,1718101802497,11/06/2024 10:30:02,1718101803661,2,11/06/2024 12:30:03,0,0,,,38176069,,11226218,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1330x602,,,,SiFI,2,Spreadsheet1,Spreadsheet1,23,1,2,Screen 2,Zone1,timelimit_screen,66.5,,,,,0,1,0,,,1,,1,sifi_70_d,1,beep.wav,1.png,SiFI
8,1718101802568,11/06/2024 10:30:02,1718101803769,2,11/06/2024 12:30:03,0,0,,,38176069,,11226218,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1330x602,,,,SiFI,2,Spreadsheet1,Spreadsheet1,23,1,3,Screen 3,Zone1,content_audio,102.89999997615814,,,,,0,1,0,,,,,1,sifi_70_d,1,beep.wav,1.png,SiFI
9,1718101803037,11/06/2024 10:30:03,1718101804228,2,11/06/2024 12:30:04,0,0,,,38176069,,11226218,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1330x602,,,,SiFI,2,Spreadsheet1,Spreadsheet1,23,1,4,Screen 4,Zone1,response_keyboard,445.80000001192093,,,1,1,1,0,0,,,,,1,sifi_70_d,1,beep.wav,1.png,SiFI
10,1718101808013,11/06/2024 10:30:08,1718101809210,2,11/06/2024 12:30:09,0,0,,,38176069,,11226218,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1330x602,,,,SiFI,2,Spreadsheet1,Spreadsheet1,23,1,5,Screen 5,fixation,fixation,4999.600000000006,,,,,0,1,0,,,,,1,sifi_70_d,1,beep.wav,1.png,SiFI
11,1718101808141,11/06/2024 10:30:08,1718101809349,2,11/06/2024 12:30:09,0,0,,,38176069,,11226218,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1330x602,,,,SiFI,2,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,Zone1,content_audio,102.30000001192093,,,,,0,1,0,,,,,1,sifi_110_p,1,beep.wav,1.png,SiFI
12,1718101808252,11/06/2024 10:30:08,1718101809460,2,11/06/2024 12:30:09,0,0,,,38176069,,11226218,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1330x602,,,,SiFI,2,Spreadsheet1,Spreadsheet1,4,1,2,Screen 2,Zone1,timelimit_screen,116.60000000000582,,,,,0,1,0,,,1,,1,sifi_110_p,1,beep.wav,1.png,SiFI
13,1718101808359,11/06/2024 10:30:08,1718101809568,2,11/06/2024 12:30:09,0,0,,,38176069,,11226218,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1330x602,,,,SiFI,2,Spreadsheet1,Spreadsheet1,4,1,3,Screen 3,Zone1,content_audio,95,,,,,0,1,0,,,,,1,sifi_110_p,1,beep.wav,1.png,SiFI
14,1718101809027,11/06/2024 10:30:09,1718101810235,2,11/06/2024 12:30:10,0,0,,,38176069,,11226218,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1330x602,,,,SiFI,2,Spreadsheet1,Spreadsheet1,4,1,4,Screen 4,Zone1,response_keyboard,660.1000000238419,,,1,1,1,0,0,,,,,1,sifi_110_p,1,beep.wav,1.png,SiFI
15,1718101814034,11/06/2024 10:30:14,1718101815226,2,11/06/2024 12:30:15,0,0,,,38176069,,11226218,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1330x602,,,,SiFI,2,Spreadsheet1,Spreadsheet1,4,1,5,Screen 5,fixation,fixation,4999.5999999999985,,,,,0,1,0,,,,,1,sifi_110_p,1,beep.wav,1.png,SiFI
16,1718101814147,11/06/2024 10:30:14,1718101815348,2,11/06/2024 12:30:15,0,0,,,38176069,,11226218,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1330x602,,,,SiFI,2,Spreadsheet1,Spreadsheet1,31,1,1,Screen 1,advancementZone,content_audio,83.69999998807907,,,,,0,1,0,,,,,1,bimodal_70,2,beep.wav,1.png,bimodal
17,1718101814229,11/06/2024 10:30:14,1718101815410,2,11/06/2024 12:30:15,0,0,,,38176069,,11226218,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1330x602,,,,SiFI,2,Spreadsheet1,Spreadsheet1,31,1,2,Screen 3,Zone1,timelimit_screen,66.70000000000437,,,,,0,1,0,,,1,,1,bimodal_70,2,beep.wav,1.png,bimodal
18,1718101814323,11/06/2024 10:30:14,1718101815514,2,11/06/2024 12:30:15,0,0,,,38176069,,11226218,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1463x823,1330x602,,,,SiFI,2,Spreadsheet1,Spreadsheet1,31,1,3,Screen 2,advancementZone,content_audio,94.09999996423721,,,,,0,1,0,,,,,1,bimodal_70,2,beep.wav,1.png,bimodal
